,AGG,TLT,SHY,IEI,HYG,BKLN,LQD
date,,,,,,,
5/21/18,105.31,117.27,83.17,118.99,85.52,23.04,114.35
5/22/18,105.31,117.09,83.17,118.98,85.58,23.02,114.23
5/23/18,105.6,117.94,83.24,119.28,85.65,23.01,114.72
5/24/18,105.89,118.88,83.29,119.45,85.7,23,115.04
5/25/18,106.12,119.62,83.36,119.78,85.56,23,115.38
5/29/18,106.82,122.24,83.6,120.57,85.2,23.01,115.99
5/30/18,106.55,121.42,83.5,120.22,85.46,23.03,115.54
5/31/18,106.46,121.22,83.46,120.21,85.38,22.99,115.49
6/1/18,106.08,120.3,83.27,119.68,85.19,22.99,114.91
6/4/18,105.83,119.43,83.2,119.4,85.37,23.02,114.65
6/5/18,105.91,119.71,83.25,119.62,85.47,23.02,114.73
6/6/18,105.67,118.74,83.22,119.36,85.68,23.05,114.31
6/7/18,105.9,119.89,83.3,119.64,85.71,23.05,114.69
6/8/18,105.75,119.53,83.28,119.54,85.66,23.06,114.5
6/11/18,105.64,119.31,83.25,119.46,85.82,23.07,114.39
6/12/18,105.67,119.34,83.21,119.4,85.89,23.08,114.4
6/13/18,105.57,119.28,83.17,119.28,85.92,23.06,114.29
6/14/18,105.84,120.27,83.2,119.44,86.17,23.06,114.81
